what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636301338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636322167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323636361159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323636366077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636367813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636401249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323636407260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636408588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636427332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323636448579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636451004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636489563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636522020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636527742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636528693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636529773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636529952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636703935
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323636708301
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1323636708737
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1323636709106
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1323636709125
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1323636709144
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1323636709180
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1323636709201
